Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
316,20100520  7:45AM UTC,"HP Transforms Walmart Photo Departments Nationwide with ""Prints in Minutes"" Service and Advanced Creative Tools for Customers","('HP', 'Transforms Walmart Photo Departments Nationwide with', 'Prints')",HP,Transforms Walmart Photo Departments Nationwide with,Prints,HP Transforms Walmart Photo Departments Nationwide with,Transforms Walmart Photo Departments Nationwide with Prints,HP Transforms Walmart Photo Departments Nationwide with Prints,-1.1599999999999966,-1.740002000000004
317,20100521  1:47PM UTC," EDC Awarded $500,000 by the Walmart Foundation to Expand Training Programs","('EDC', 'Awarded', '$ 500,000')",EDC,Awarded,"$ 500,000",EDC Awarded,"Awarded $ 500,000","EDC Awarded $ 500,000",-1.639999000000003,0.07000000000000028
319,20100526  1:03PM UTC,"Walmart and Target Brand Image Enhanced in Poor Economy by Expanded Grocery Inventories, New Q & A Research Survey Finds","('Walmart', 'Enhanced by', 'Expanded Grocery Inventories')",Walmart,Enhanced by,Expanded Grocery Inventories,Walmart Enhanced by,Enhanced by Expanded Grocery Inventories,Walmart Enhanced by Expanded Grocery Inventories,0.11000100000000401,-0.25999899999999343
321,20100603  9:21PM UTC,Statement from Wake Up Walmart on Walmart`s Gender Discrimination Practices,"('Statement', '`s', 'Gender Discrimination Practices')",Statement,`s,Gender Discrimination Practices,Statement `s,`s Gender Discrimination Practices,Statement `s Gender Discrimination Practices,0.5,0.0
323,20100603  11:45AM UTC,"Children`s Miracle Network to Bring Children`s Hospital Patients to Washington, D.C., for ""Champions Presented by Walmart and Sam`s Club""","('Children', 'Bring', 'Children')",Children,Bring,Children,Children Bring,Bring Children,Children Bring Children,0.5,0.0
324,20100621  8:40PM UTC,UPDATE-3-Walmart offers plan for dozens of Chicago stores,"('UPDATE -3-Walmart', 'offers', 'plan')",UPDATE -3-Walmart,offers,plan,UPDATE -3-Walmart offers,offers plan,UPDATE -3-Walmart offers plan,0.2999989999999997,-0.5299989999999966
325,20100621  7:14PM UTC,Walmart offers plan for dozens of Chicago stores,"('Walmart', 'offers', 'plan')",Walmart,offers,plan,Walmart offers,offers plan,Walmart offers plan,0.2999989999999997,-0.5299989999999966
326,20100621  7:04PM UTC,UPDATE-2-Walmart offers plan for dozens of Chicago stores,"('UPDATE -2-Walmart', 'offers', 'plan')",UPDATE -2-Walmart,offers,plan,UPDATE -2-Walmart offers,offers plan,UPDATE -2-Walmart offers plan,0.2999989999999997,-0.5299989999999966
327,20100622  4:50PM UTC,Mayor Daley favors Walmart expansion in Chicago,"('Walmart expansion', 'is in', 'Chicago')",Walmart expansion,is in,Chicago,Walmart expansion is in,is in Chicago,Walmart expansion is in Chicago,-0.639998999999996,-0.3400000000000034
328,20100622  4:45PM UTC,UPDATE 2-Mayor Daley favors Walmart expansion in Chicago,"('Walmart expansion', 'is in', 'Chicago')",Walmart expansion,is in,Chicago,Walmart expansion is in,is in Chicago,Walmart expansion is in Chicago,-0.639998999999996,-0.3400000000000034
329,20100622  1:39PM UTC,"UPDATE 2-Lilly, Walmart to sell co-branded insulin","('Walmart', 'sell', 'co-branded insulin')",Walmart,sell,co-branded insulin,Walmart sell,sell co-branded insulin,Walmart sell co-branded insulin,-0.639998999999996,-0.3400000000000034
330,20100622  11:32AM UTC,UPDATE 2-Plug Power gets Walmart Canada contract; shares up,"('UPDATE Plug Power', 'gets', 'Walmart Canada contract')",UPDATE Plug Power,gets,Walmart Canada contract,UPDATE Plug Power gets,gets Walmart Canada contract,UPDATE Plug Power gets Walmart Canada contract,-0.639998999999996,-0.3400000000000034
331,20100622  10:13AM UTC,"Plug Power gets Walmart Canada contract, shares up","('Plug Power', 'gets', 'shares')",Plug Power,gets,shares,Plug Power gets,gets shares,Plug Power gets shares,-0.639998999999996,-0.3400000000000034
333,20100624  4:24PM UTC,Walmart wins key approval for second Chicago store,"('Walmart', 'wins', 'key approval')",Walmart,wins,key approval,Walmart wins,wins key approval,Walmart wins key approval,-0.02999799999999908,-0.7800020000000032
334,20100624  4:05PM UTC,UPDATE 3-Walmart wins key approval for second Chicago store,"('UPDATE Walmart', 'wins', 'approval for Chicago store')",UPDATE Walmart,wins,approval for Chicago store,UPDATE Walmart wins,wins approval for Chicago store,UPDATE Walmart wins approval for Chicago store,-0.02999799999999908,-0.7800020000000032
335,20100624  3:09PM UTC,A Statement from the Wake Up Walmart Campaign of the United Food and Commercial Workers International Union on the Agreement Between Worker Organizations and Walmart in Chicago,"('Agreement', 'is in', 'Chicago')",Agreement,is in,Chicago,Agreement is in,is in Chicago,Agreement is in Chicago,-0.02999799999999908,-0.7800020000000032
336,20100624  2:11PM UTC,UPDATE 2-Walmart wins key OK for second Chicago store,"('UPDATE Walmart', 'wins', 'OK for Chicago store')",UPDATE Walmart,wins,OK for Chicago store,UPDATE Walmart wins,wins OK for Chicago store,UPDATE Walmart wins OK for Chicago store,-0.02999799999999908,-0.7800020000000032
337,20100624  10:03AM UTC,Walmart and Sam`s Club Raise $20 Million for U.S. Children`s Hospitals During Six-Week Campaign for Children`s Miracle Network,"('Club', '`s Raise', 'Miracle Network')",Club,`s Raise,Miracle Network,Club `s Raise,`s Raise Miracle Network,Club `s Raise Miracle Network,-0.02999799999999908,-0.7800020000000032
338,20100624  9:30AM UTC,Natrol Offers One-Stop Shopping for Women`s Health Dietary Supplements at Walmart Stores Nationwideâ ,"('Natrol', 'Offers', 'One Stop Shopping for Women')",Natrol,Offers,One Stop Shopping for Women,Natrol Offers,Offers One Stop Shopping for Women,Natrol Offers One Stop Shopping for Women,-0.02999799999999908,-0.7800020000000032
339,20100701  10:33AM UTC,Fitch Rates Walmart's $3B Notes Issuance 'AA'; Outlook Stable,"('Fitch Rates Walmart', 'has', '3B Notes Issuance AA')",Fitch Rates Walmart,has,3B Notes Issuance AA,Fitch Rates Walmart has,has 3B Notes Issuance AA,Fitch Rates Walmart has 3B Notes Issuance AA,-0.8600009999999969,0.2700000000000031
340,20100702  4:33PM UTC,Veterans Support Organization presents special award of gratitude to Valdosta Walmart,"('Veterans Support Organization', 'presents', 'special award')",Veterans Support Organization,presents,special award,Veterans Support Organization presents,presents special award,Veterans Support Organization presents special award,0.3400010000000009,-0.3400000000000034
342,20100713  3:31PM UTC,Fitch Rates Walmart's Japanese Yen Bonds 'AA'; Outlook Stable,"('Fitch Rates Walmart', ""'"", 'Japanese Yen Bonds')",Fitch Rates Walmart,',Japanese Yen Bonds,Fitch Rates Walmart ',' Japanese Yen Bonds,Fitch Rates Walmart ' Japanese Yen Bonds,0.5699990000000028,0.42000200000000376
343,20100715  8:00AM UTC,"Walmart and P&G; Continue to Bring Back Family Movie Night with 'The Jensen Project' Friday, July 16th on NBC at 8/7c","('Friday', '16th on', 'NBC')",Friday,16th on,NBC,Friday 16th on,16th on NBC,Friday 16th on NBC,0.29000100000000373,0.060001999999997224
344,20100715  7:00AM UTC,McKesson Named Walmart Supplier of the Year,"('McKesson', 'Named', 'Walmart Supplier of Year')",McKesson,Named,Walmart Supplier of Year,McKesson Named,Named Walmart Supplier of Year,McKesson Named Walmart Supplier of Year,0.29000100000000373,0.060001999999997224
345,20100720  4:22PM UTC,aVinci Media Software for Creation of Photo Archive DVDs to be Offered on Walmart Kiosks,"('aVinci Media Software', 'be', 'to Offered')",aVinci Media Software,be,to Offered,aVinci Media Software be,be to Offered,aVinci Media Software be to Offered,-0.4600030000000075,1.360000999999997
346,20100720  11:35AM UTC,"Philadelphia, DC, and Baltimore Residents to Walmart: We Want Jobs that Pay a Living Wage","('We', 'Want', 'Jobs')",We,Want,Jobs,We Want,Want Jobs,We Want Jobs,-0.4600030000000075,1.360000999999997
347,20100722  9:46AM UTC,Walmart Donates $1.5 Million to Help Share Our StrengthÂ® Expand Family Nutrition Education Programs in the U.S.,"('Walmart', 'Donates', 'Our StrengthÂ Expand Family Nutrition Education Programs')",Walmart,Donates,Our StrengthÂ Expand Family Nutrition Education Programs,Walmart Donates,Donates Our StrengthÂ Expand Family Nutrition Education Programs,Walmart Donates Our StrengthÂ Expand Family Nutrition Education Programs,-0.4500010000000003,0.5100030000000046
348,20100726  8:00AM UTC," Seventh Generation and Walmart Announce Strategic Partnership to Offer Environmentally Friendly, Sustainable Products","('Strategic Partnership', 'Offer', 'Sustainable Products')",Strategic Partnership,Offer,Sustainable Products,Strategic Partnership Offer,Offer Sustainable Products,Strategic Partnership Offer Sustainable Products,0.7599980000000031,-0.5399969999999996
349,20100728  11:52AM UTC,Veterans Support Organizations Dedicates Plaque to Honor Staff at Winder Walmart,"('Veterans Support Organizations', 'Dedicates Plaque to', 'Honor Staff')",Veterans Support Organizations,Dedicates Plaque to,Honor Staff,Veterans Support Organizations Dedicates Plaque to,Dedicates Plaque to Honor Staff,Veterans Support Organizations Dedicates Plaque to Honor Staff,0.0,0.17000200000000376
350,20100729  9:31AM UTC,Walmart to ring today`s closing bell at the New York Stock Exchange,"('bell', 'Walmart to', 'ring')",Walmart,`s closing bell at_time,today,Walmart `s closing bell at_time,`s closing bell at_time today,Walmart `s closing bell at_time today,0.4300009999999972,-0.07000000000000028
351,20100803  10:01AM UTC, Walmart to Discuss Company's First Global HR System Implementation at Fifth Annual Kenexa World Conference,"('Walmart', 'Discuss', ""Company 's First Global HR System Implementation"")",Walmart,Discuss,Company 's First Global HR System Implementation,Walmart Discuss,Discuss Company 's First Global HR System Implementation,Walmart Discuss Company 's First Global HR System Implementation,-0.2999989999999997,-0.11999899999999286
352,20100803  10:00AM UTC, Walmart to Discuss Company's First Global HR System Implementation at Fifth Annual Kenexa World Conference,"('Walmart', 'Discuss', ""Company 's First Global HR System Implementation"")",Walmart,Discuss,Company 's First Global HR System Implementation,Walmart Discuss,Discuss Company 's First Global HR System Implementation,Walmart Discuss Company 's First Global HR System Implementation,-0.2999989999999997,-0.11999899999999286
353,20100809  11:24AM UTC,FLW Outdoors Announces Long-Term Title Sponsorship Agreement With Walmart,"('FLW Outdoors', 'Announces', 'Term Title Sponsorship Agreement')",FLW Outdoors,Announces,Term Title Sponsorship Agreement,FLW Outdoors Announces,Announces Term Title Sponsorship Agreement,FLW Outdoors Announces Term Title Sponsorship Agreement,0.4100040000000007,0.269999999999996
355,20100812  11:50AM UTC,Price-Conscious Parents Save on Back-to-School Essentials at Walmart,"('Parents', 'Save on', 'Back Essentials')",Parents,Save on,Back Essentials,Parents Save on,Save on Back Essentials,Parents Save on Back Essentials,-1.0599980000000002,-0.5900000000000034
356,20100812  10:45AM UTC," SpeechSwitch, Inc. (USOTC: SSWC) Announces Litigation Settlement, Confirms Progress With Walmart.com and Other News","('SpeechSwitch', 'Announces', 'Litigation Settlement')",SpeechSwitch,Announces,Litigation Settlement,SpeechSwitch Announces,Announces Litigation Settlement,SpeechSwitch Announces Litigation Settlement,-1.0599980000000002,-0.5900000000000034
357,20100817  8:57AM UTC, ECDC's EarthSearch Launches HALO(TM) GPS Device for Teen Driver Safety on Walmart.com,"('ECDC', 'has', 'EarthSearch')",ECDC,has,EarthSearch,ECDC has,has EarthSearch,ECDC has EarthSearch,0.6200030000000041,0.6100000000000065
359,20100818  9:00AM UTC, PNY Captures Walmart's 'Best In Class' Entertainment Award,"('PNY', 'Captures', 'Walmart')",PNY,Captures,Walmart,PNY Captures,Captures Walmart,PNY Captures Walmart,0.20999899999999627,-0.15999899999999911
360,20100824  9:13AM UTC,Walmart Canada Makes Affordability a Top Priority for Students' Electronics Needs,"('Walmart Canada', 'Makes', 'Affordability')",Walmart Canada,Makes,Affordability,Walmart Canada Makes,Makes Affordability,Walmart Canada Makes Affordability,0.09999799999999937,0.1600000000000037
361,20100825  11:36AM UTC, RioCan Real Estate Investment Trust Announces Firm Contracts on Two Walmart Anchored Shopping Centres in Canada,"('Two Walmart Anchored Shopping Centres', 'is in', 'Canada')",Two Walmart Anchored Shopping Centres,is in,Canada,Two Walmart Anchored Shopping Centres is in,is in Canada,Two Walmart Anchored Shopping Centres is in Canada,0.5800020000000004,0.25
362,20100830  11:13AM UTC,Common Cents Mobile Expands Into Additional Walmart Stores Across the Country,"('Common Cents Mobile', 'Expands Into', 'Walmart Stores Across Country')",Common Cents Mobile,Expands Into,Walmart Stores Across Country,Common Cents Mobile Expands Into,Expands Into Walmart Stores Across Country,Common Cents Mobile Expands Into Walmart Stores Across Country,0.0,-0.4500010000000003
363,20100831  11:00AM UTC,Educators Awarded $4.5 Million Through Walmart and Sam's Club Teacher Rewards Program,"('Sam', 'has', 'Club Teacher Rewards Program')",Sam,has,Club Teacher Rewards Program,Sam has,has Club Teacher Rewards Program,Sam has Club Teacher Rewards Program,-0.5100020000000072,-0.4100000000000037
364,20100901  11:19AM UTC,"REFILE-UPDATE 1-Akzo Nobel gets Walmart deal,ousts rival Sherwin","('UPDATE 1 Akzo Nobel', 'gets', 'ousts Sherwin')",UPDATE 1 Akzo Nobel,gets,ousts Sherwin,UPDATE 1 Akzo Nobel gets,gets ousts Sherwin,UPDATE 1 Akzo Nobel gets ousts Sherwin,-0.01999599999999191,1.0600020000000043
365,20100901  10:02AM UTC,"Walmart and Sam's Club to Offer Flu Shots in More Than 4,100 Stores and Clubs Across U.S.","(""Sam 's Club"", 'Offer Flu Shots in', 'More Than 4,100 Stores')",Sam 's Club,Offer Flu Shots in,"More Than 4,100 Stores",Sam 's Club Offer Flu Shots in,"Offer Flu Shots in More Than 4,100 Stores","Sam 's Club Offer Flu Shots in More Than 4,100 Stores",-0.01999599999999191,1.0600020000000043
366,20100901  2:14AM UTC, AkzoNobel to be the primary paint supplier to Walmart,"('AkzoNobel', 'be', 'primary paint supplier to Walmart')",AkzoNobel,be,primary paint supplier to Walmart,AkzoNobel be,be primary paint supplier to Walmart,AkzoNobel be primary paint supplier to Walmart,-0.01999599999999191,1.0600020000000043
367,20100901  2:13AM UTC, AkzoNobel to be the primary paint supplier to Walmart,"('AkzoNobel', 'be', 'primary paint supplier to Walmart')",AkzoNobel,be,primary paint supplier to Walmart,AkzoNobel be,be primary paint supplier to Walmart,AkzoNobel be primary paint supplier to Walmart,-0.01999599999999191,1.0600020000000043
368,20100901  2:11AM UTC,AkzoNobel to Become Primary Paint Supplier to Walmart,"('AkzoNobel', 'Become', 'Primary Paint Supplier')",AkzoNobel,Become,Primary Paint Supplier,AkzoNobel Become,Become Primary Paint Supplier,AkzoNobel Become Primary Paint Supplier,-0.01999599999999191,1.0600020000000043
369,20100901  2:01AM UTC,Akzo Nobel NV: AkzoNobel to be the primary paint supplier to Walmart,"('AkzoNobel', 'be', 'to primary paint supplier')",AkzoNobel,be,to primary paint supplier,AkzoNobel be,be to primary paint supplier,AkzoNobel be to primary paint supplier,-0.01999599999999191,1.0600020000000043
