Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
10324,20130328  9:56AM UTC,Google launches same-day delivery in San Francisco Bay Area,"('Google', 'launches', 'same day delivery')",Google,launches,same day delivery,Google launches,launches same day delivery,Google launches same day delivery,-1.3399659999999471,-4.219177000000002
10325,20130328  8:59AM UTC,Google launches same-day delivery in San Francisco Bay Area,"('Google', 'launches', 'same day delivery')",Google,launches,same day delivery,Google launches,launches same day delivery,Google launches same day delivery,-1.3399659999999471,-4.219177000000002
10326,20130328  8:35AM UTC,"Encrypted YouTube Restriction Problems from Google.com SSL Certificate Solved for Schools, Businesses with Updated iBoss Enterprise Web Filter","('YouTube Restriction Problems', 'Solved for', 'Businesses with Updated iBoss Enterprise Web Filter')",YouTube Restriction Problems,Solved for,Businesses with Updated iBoss Enterprise Web Filter,YouTube Restriction Problems Solved for,Solved for Businesses with Updated iBoss Enterprise Web Filter,YouTube Restriction Problems Solved for Businesses with Updated iBoss Enterprise Web Filter,-1.3399659999999471,-4.219177000000002
10327,20130329  4:05PM UTC,Google Announces Date of First Quarter 2013 Financial Results Conference Call,"('Google', 'Announces', 'Date of First Quarter 2013 Financial Results Conference Call')",Google,Announces,Date of First Quarter 2013 Financial Results Conference Call,Google Announces,Announces Date of First Quarter 2013 Financial Results Conference Call,Google Announces Date of First Quarter 2013 Financial Results Conference Call,-1.3399659999999471,-4.219177000000002
10328,20130331  5:30PM UTC,Google says to shut down YouTube in early April Fools' gag,"('Google', 'shut down', 'YouTube')",Google,shut down,YouTube,Google shut down,shut down YouTube,Google shut down YouTube,-4.473236000000043,3.4869390000000067
10329,20130331  5:26PM UTC,Google says to shut down YouTube in early April Fools' gag,"('Google', 'shut down', 'YouTube')",Google,shut down,YouTube,Google shut down,shut down YouTube,Google shut down YouTube,-4.473236000000043,3.4869390000000067
10330,20130401  9:38AM UTC,"The Zacks Analyst Blog Highlights:Microsoft, J. C. Penney, Apple, Google and Companhia de Saneamento Basico do Estado de Sao Paulo","('Apple', 'do', 'Estado de Sao Paulo')",Apple,do,Estado de Sao Paulo,Apple do,do Estado de Sao Paulo,Apple do Estado de Sao Paulo,-4.473236000000043,3.4869390000000067
10331,20130402  4:22PM UTC,"Innovation Unites Google, Microsoft and Facebook","('Innovation', 'Unites', 'Google')",Innovation,Unites,Google,Innovation Unites,Unites Google,Innovation Unites Google,4.747192000000041,5.9028619999999705
10332,20130402  3:31PM UTC,Google Chief Legal Officer to Speak at Santa Clara University School of Law CommencementÂ May 25,"('Google Chief Legal Officer', 'Speak at', 'Santa Clara University School of Law')",Google Chief Legal Officer,Speak at,Santa Clara University School of Law,Google Chief Legal Officer Speak at,Speak at Santa Clara University School of Law,Google Chief Legal Officer Speak at Santa Clara University School of Law,4.747192000000041,5.9028619999999705
10333,20130402  1:36PM UTC,Six European states take aim at Google privacy policy,"('European states', 'take aim at', 'Google privacy policy')",European states,take aim at,Google privacy policy,European states take aim at,take aim at Google privacy policy,European states take aim at Google privacy policy,4.747192000000041,5.9028619999999705
10335,20130402  1:00PM UTC,"Innovation Unites Google, Microsoft and Facebook","('Innovation', 'Unites', 'Google')",Innovation,Unites,Google,Innovation Unites,Unites Google,Innovation Unites Google,4.747192000000041,5.9028619999999705
10336,20130402  12:11PM UTC,Swanson Health Products is Now a Google Trusted Store,"('Swanson Health Products', 'is', 'Now Google Trusted Store')",Swanson Health Products,is,Now Google Trusted Store,Swanson Health Products is,is Now Google Trusted Store,Swanson Health Products is Now Google Trusted Store,4.747192000000041,5.9028619999999705
10337,20130402  11:59AM UTC,Six European states take aim at Google privacy policy,"('European states', 'take aim at', 'Google privacy policy')",European states,take aim at,Google privacy policy,European states take aim at,take aim at Google privacy policy,European states take aim at Google privacy policy,4.747192000000041,5.9028619999999705
10339,20130402  9:30AM UTC,"The Zacks Analyst Blog Highlights: Microsoft, Google, Apple, Research In Motion and Fortune Brands Home & Security","('Research', 'is In', 'Motion')",Research,is In,Motion,Research is In,is In Motion,Research is In Motion,4.747192000000041,5.9028619999999705
10340,20130402  9:00AM UTC,"Twilio Joins the Google Cloud Platform Partner Program, Bringing Voice and Messaging to Developers","('Twilio', 'Joins', 'Google Cloud Platform Partner Program')",Twilio,Joins,Google Cloud Platform Partner Program,Twilio Joins,Joins Google Cloud Platform Partner Program,Twilio Joins Google Cloud Platform Partner Program,4.747192000000041,5.9028619999999705
10342,20130403  2:13PM UTC,Google to sell second-gen Nexus 7 tablet from July: sources,"('Google', 'sell', 'gen Nexus 7 tablet')",Google,sell,gen Nexus 7 tablet,Google sell,sell gen Nexus 7 tablet,Google sell gen Nexus 7 tablet,4.443359999999984,-3.40722599999998
10343,20130403  9:30AM UTC,"The Zacks Analyst Blog Highlights: Research In Motion, AT&T;, Nokia, Google and Raytheon","('Research', 'is In', 'Motion')",Research,is In,Motion,Research is In,is In Motion,Research is In Motion,4.443359999999984,-3.40722599999998
10344,20130403  7:17AM UTC,Public Safety Agencies Team Up with Google's Crisis Response Team,"('Google', 'with', 'Crisis Response Team')",Google,with,Crisis Response Team,Google with,with Crisis Response Team,Google with Crisis Response Team,4.443359999999984,-3.40722599999998
10347,20130403  1:33AM UTC,Google to sell 2nd-gen Nexus 7 tablet from July-sources,"('Google', 'sell', 'gen Nexus 7 tablet')",Google,sell,gen Nexus 7 tablet,Google sell,sell gen Nexus 7 tablet,Google sell gen Nexus 7 tablet,4.443359999999984,-3.40722599999998
10349,20130403  7:40AM UTC,U.S. Morning Call: Google's Nexus 7 to launch in July,"(""Google 's Nexus 7"", 'launch in', 'July')",Google 's Nexus 7,launch in,July,Google 's Nexus 7 launch in,launch in July,Google 's Nexus 7 launch in July,4.443359999999984,-3.40722599999998
10350,20130404  9:55PM UTC,Google unloads Frommer's guides after less than a year,"('Frommer', 'has', 'guides')",Frommer,has,guides,Frommer has,has guides,Frommer has guides,-4.587829999999997,-5.544219999999996
10351,20130404  9:38PM UTC,Google unloads Frommer's guides after less than a year,"('Frommer', 'has', 'guides')",Frommer,has,guides,Frommer has,has guides,Frommer has guides,-4.587829999999997,-5.544219999999996
10352,20130404  5:25PM UTC,Facebook super-app wants to live off Google,"('Facebook super-app', 'live off', 'Google')",Facebook super-app,live off,Google,Facebook super-app live off,live off Google,Facebook super-app live off Google,-4.587829999999997,-5.544219999999996
10354,20130404  1:34PM UTC,"Facebook showcases ""Home"" software for Google Android phones","('Facebook', 'showcases', 'Home software')",Facebook,showcases,Home software,Facebook showcases,showcases Home software,Facebook showcases Home software,-4.587829999999997,-5.544219999999996
10355,20130404  1:04PM UTC,Google sells Frommerâs brand back to Arthur Frommer; print travel guides will survive,"('Google', 'sells back', 'Frommerâ € s brand')",Google,sells back,Frommerâ € s brand,Google sells back,sells back Frommerâ € s brand,Google sells back Frommerâ € s brand,-4.587829999999997,-5.544219999999996
10357,20130404  9:30AM UTC,Google for Entrepreneurs Supports MITXâs Startup Marketing Mentorship Program,"('MITXâ € s Startup Marketing Mentorship Program', 'Google for', 'Entrepreneurs')",Google,Supports,MITXâ € s Startup Marketing Mentorship Program,Google Supports,Supports MITXâ € s Startup Marketing Mentorship Program,Google Supports MITXâ € s Startup Marketing Mentorship Program,-4.587829999999997,-5.544219999999996
10358,20130404  9:00AM UTC,"Backupify Launches ""Spring Release for Google Apps"" with Enhanced Backup and Recovery Features","('Backupify', 'Launches Spring Release with', 'Features')",Backupify,Launches Spring Release with,Features,Backupify Launches Spring Release with,Launches Spring Release with Features,Backupify Launches Spring Release with Features,-4.587829999999997,-5.544219999999996
10360,20130404  7:00AM UTC,Global Emergency Warning Platform ubAlert Launches Android App on Google Play,"('Emergency Warning Platform ubAlert', 'Launches', 'Android App')",Emergency Warning Platform ubAlert,Launches,Android App,Emergency Warning Platform ubAlert Launches,Launches Android App,Emergency Warning Platform ubAlert Launches Android App,-4.587829999999997,-5.544219999999996
10361,20130404  2:01AM UTC,Tieto extends its office productivity and collaboration services with Google Apps,"('office productivity', 'is with', 'Google Apps')",office productivity,is with,Google Apps,office productivity is with,is with Google Apps,office productivity is with Google Apps,-4.587829999999997,-5.544219999999996
10362,20130404  2:00AM UTC,Ubisense Adds Two New German Customers Using Its Google Map Based myWorld Product,"('Ubisense', 'Adds', 'Two German Customers')",Ubisense,Adds,Two German Customers,Ubisense Adds,Adds Two German Customers,Ubisense Adds Two German Customers,-4.587829999999997,-5.544219999999996
10366,20130405  7:14AM UTC,Indian police investigating Google mapping contest,"('police', 'investigating', 'Google mapping contest')",police,investigating,Google mapping contest,police investigating,investigating Google mapping contest,police investigating Google mapping contest,-9.061035000000004,-5.987549000000001
10367,20130405  1:58PM UTC,Techquity: Google's options to counter Facebook Home,"('Google', 'has', 'options')",Google,has,options,Google has,has options,Google has options,-9.061035000000004,-5.987549000000001
10368,20130408  6:40PM UTC,"As Google acquisition rumors grow, is WhatsApp really worth a billion dollars?","('WhatsApp', 'is really worth', 'As Google acquisition rumors grow')",WhatsApp,is really worth,As Google acquisition rumors grow,WhatsApp is really worth,is really worth As Google acquisition rumors grow,WhatsApp is really worth As Google acquisition rumors grow,-3.6413269999999898,-4.084686999999974
10370,20130408  9:30AM UTC,"The Zacks Analyst Blog Highlights: Microsoft, Google, Apple, Research In Motion and Everest Re Group","('Research', 'is In', 'Motion')",Research,is In,Motion,Research is In,is In Motion,Research is In Motion,-3.6413269999999898,-4.084686999999974
10371,20130408  9:30AM UTC,"The Zacks Analyst Blog Highlights: Microsoft, Google, Apple, Research In Motion and Everest Re Group","('Research', 'is In', 'Motion')",Research,is In,Motion,Research is In,is In Motion,Research is In Motion,-3.6413269999999898,-4.084686999999974
10372,20130408  2:23PM UTC,"Techquity: WhatsApp with Google?, money in app stores","('WhatsApp', 'is with', 'Google')",WhatsApp,is with,Google,WhatsApp is with,is with Google,WhatsApp is with Google,-3.6413269999999898,-4.084686999999974
10373,20130409  7:06PM UTC,"Google, Microsoft, LG, Panasonic and Samsung to Exhibit at CES on the Hill","('LG', 'Exhibit at', 'CES')",LG,Exhibit at,CES,LG Exhibit at,Exhibit at CES,LG Exhibit at CES,-1.6189580000000205,1.3947450000000003
10376,20130409  1:47PM UTC,"Google to expand high-speed Internet/TV service to Austin, Texas","('Google', 'expand speed Internet TV service to', 'Austin')",Google,expand speed Internet TV service to,Austin,Google expand speed Internet TV service to,expand speed Internet TV service to Austin,Google expand speed Internet TV service to Austin,-1.6189580000000205,1.3947450000000003
10377,20130409  12:19PM UTC,The Apache Software Foundation Community Development Project Welcomes Student Proposals for Google Summer of Code 2013,"('Apache Software Foundation Community Development Project', 'Welcomes Student Proposals at_time', '2013')",Apache Software Foundation Community Development Project,Welcomes Student Proposals at_time,2013,Apache Software Foundation Community Development Project Welcomes Student Proposals at_time,Welcomes Student Proposals at_time 2013,Apache Software Foundation Community Development Project Welcomes Student Proposals at_time 2013,-1.6189580000000205,1.3947450000000003
10378,20130409  9:30AM UTC,"The Zacks Analyst Blog Highlights: Boeing, Research In Motion, Pandora Media, Apple and Google","('Boeing', 'Research In', 'Motion')",Boeing,Research In,Motion,Boeing Research In,Research In Motion,Boeing Research In Motion,-1.6189580000000205,1.3947450000000003
10379,20130409  9:14AM UTC,"Microsoft, Nokia demand EU action over Google's Android","('Microsoft', 'action over', ""Google 's Android"")",Microsoft,action over,Google 's Android,Microsoft action over,action over Google 's Android,Microsoft action over Google 's Android,-1.6189580000000205,1.3947450000000003
10380,20130409  9:12AM UTC,"Microsoft, Nokia demand EU action over Google's Android","('Microsoft', 'action over', ""Google 's Android"")",Microsoft,action over,Google 's Android,Microsoft action over,action over Google 's Android,Microsoft action over Google 's Android,-1.6189580000000205,1.3947450000000003
10381,20130410  7:20PM UTC,"Kleiner Perkins, Andreessen Horowitz team up to fund Google Glass apps","('Kleiner Perkins', 'team to', 'up fund Google Glass apps')",Kleiner Perkins,team to,up fund Google Glass apps,Kleiner Perkins team to,team to up fund Google Glass apps,Kleiner Perkins team to up fund Google Glass apps,3.6961670000000026,6.241608000000042
